Threads,Thread Datetime,Comments,Comment Datetime,num_words,Topic,Length,Length Category,Average Loglikelihood,Num Verbs,Num Discourse Relations,Num Pronouns,Relevance score,Relevance Score Category,actionable,valuable
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,"Social Entrepreneur wrote: Likewise by your reasoning, there is no need to harm Singaporeans' livelihoods by still insisting on working from home. Circuit breaker rules are put in place for a reason, when you start making U turns and exceptions, the whole rationale and policy effectiveness will get compromised. In this case, parents are kept safe working from home while children are exposed when they go back to school. yup im not a supporter of WFH as well",6/7/20,78,Circuit Breaker,78,3,-11.24521128,18,5,2,3.167538234,0,0,1
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,Fking dumb idiot edmwers. Dunno why so excited and happy to go into lockdown. This virus is here to stay for a long time. Are you idiots going to stay locked permanently if a number of cases spring up every now and then? People need to move on along with their lives and stimulate the economy instead of being leeches.,6/7/20,60,Circuit Breaker,60,3,-10.97154849,13,5,1,7.879026458,1,0,1
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,Will not happen if cars is more affordable and lesser crowd in public transport.,6/7/20,14,Circuit Breaker,14,1,-10.85001147,2,2,0,36.26203009,4,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,"I thought Just a couple of days, someone here just laugh at LT for suggesting school to remain closed? Who\x92s that...... Don\x92t misunderstand, I\x92m not LT supporter. I only follow logic. That\x92s why you often see me pointing my cannon in any direction. It is not contradictory at all. I don\x92t blindly follow party or particular politician. I follow logic and reasons.",6/7/20,62,Circuit Breaker,67,3,-11.99093486,13,2,4,5.923821618,1,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,Lol........just shut down nao rah! Dip insai chiu all know it will happen eventually!,6/7/20,15,Circuit Breaker,15,1,-14.68467075,3,0,0,26.8352074,3,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,majestixv3 wrote: Fking dumb idiot edmwers. Dunno why so excited and happy to go into lockdown. This virus is here to stay for a long time. Are you idiots going to stay locked permanently if a number of cases spring up every now and then? People need to move on along with their lives and stimulate the economy instead of being leeches. no brainer lah. they are those who are \x93wfh\x94 and want to continue zou bolan at home and take free salary. and they don\x92t have social lifes so they hope to have lockdown so that those who have social life and friends will suffer and have to stay home like they do during normal times. LOL.,6/7/20,117,Circuit Breaker,120,4,-11.32810674,28,7,1,3.534840962,0,0,1
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,FireEmblem wrote: Hahaha by then it is big wide spread liao Harnor... .. why up to this point can still be so reactive and undecisive?...,6/7/20,24,Circuit Breaker,24,1,-12.89769531,4,3,0,16.57913272,2,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,Our ministers have no balls mah sk0065 wrote: Our ministers have 2 things that they don\u2019t dare to do. This one don\u2019t dare. That one don\u2019t dare Dishonourable Son is the most Sia Suay Arsehole in Singapore HardwareZone Forums app,6/7/20,38,Circuit Breaker,43,2,-14.55581094,7,0,1,5.985698218,1,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,galaxynote wrote: its yr kids kanna leh. I feel you bro ... that was meant to be a sarcastic post.,6/7/20,19,Circuit Breaker,19,1,-12.60471354,7,0,1,36.84829056,4,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,"Social Entrepreneur wrote: You will be surprised. When was the last time you walked around among the 1/2 rooms flats? Do you know some households in Singapore has no electricity too or had theirs temporarily cut? (water supply still on though) For these cases, schools allow them to come to school. The risk is low as very few",6/7/20,57,Circuit Breaker,59,3,-10.64332908,14,3,3,6.351523104,1,0,1
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,Hedging his bets. Previously so confident that schools are as safe as if not safer than homes. Guess he is not so dumb as to miss what could be looming on the horizon after today's cases,6/7/20,35,Circuit Breaker,36,2,-10.8245126,6,2,0,13.6548459,2,0,1
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,diuuuuuuBABOM! wrote: no brainer lah. they are those who are \x93wfh\x94 and want to continue zou bolan at home and take free salary. and they don\x92t have social lifes so they hope to have lockdown so that those who have social life and friends will suffer and have to stay home like they do during normal times. LOL. Got those with social life also enjoy cbl at home,6/7/20,67,Circuit Breaker,70,3,-11.62939519,17,3,0,5.92948492,1,0,1
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,"Mackerel wrote: A few cases usually means the real situation is much worse. So must act earlier because symptoms take weeks to show up. They previously farked up and we had to impose lockdown because they thought, ""oh only a few cases, don't affect the economy by implementing drastic measures."" It won't be widespread if ppl observe proper hygiene behaviour. Locking down doesn't solve the crux of the issue, it only delays the inevitable. As such everyone should proceed with their lives as normal instead of hiding and hoping for the best. That being said, everyone should continue practicing good hygiene behaviour.",6/7/20,99,Circuit Breaker,102,4,-11.3105212,25,4,1,4.907580043,0,1,1
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,Oky really no scare ppl dun vote him still say continue sch open wor,6/7/20,14,Circuit Breaker,14,1,-15.0443572,3,1,0,26.8352074,3,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,"trento wrote: For these cases, schools allow them to come to school. The risk is low as very few Yes, this is the more sensible thing to do instead mass back to school for all children. Wonder why they change this policy again and made everyone go back to school.",6/7/20,50,Circuit Breaker,50,2,-10.1598691,11,2,0,10.07437952,2,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,"iamnew wrote: Just let the ginnas test for another few weeks to confirm if the coast is clear...... No panic, Be steady. Walau!... so many ginna pigs!... I mean guinea pigs... .",6/7/20,31,Circuit Breaker,31,2,-12.45900456,5,1,0,9.903676034,1,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,"majestixv3 wrote: It won't be widespread if ppl observe proper hygiene behaviour. Locking down doesn't solve the crux of the issue, it only delays the inevitable. As such everyone should proceed with their lives as normal instead of hiding and hoping for the best. That being said, everyone should continue practicing good hygiene behaviour. For kids quite hard man",6/7/20,57,Circuit Breaker,59,3,-11.55239576,13,3,0,8.910676533,1,1,1
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,Edmwers have better foresight than OYK Sent from Realme RMX1921 using GAGT,6/7/20,12,Circuit Breaker,12,1,-16.87658162,3,0,0,20.83225589,3,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,"Noobdriver wrote: Oky really no scare ppl dun vote him still say continue sch open wor Sinkies will surely vote them again, as usual... nothing new... .. you just wait and see...",6/7/20,31,Circuit Breaker,31,2,-13.69186987,7,2,1,16.87838266,2,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,again knee jerk measures he trying to test the waters,6/7/20,10,Circuit Breaker,10,0,-11.17214053,2,0,0,36.16300906,4,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,xiongzzz wrote: Edmwers have better foresight than OYK Sent from Realme RMX1921 using GAGT Ouch it hurts,6/7/20,17,Circuit Breaker,17,1,-16.73281581,5,0,0,16.87838266,2,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,"Rich spending money to be healthy while poor risking their healths to become rich so as to do what the rich are doing, become healthy.",6/7/20,25,Circuit Breaker,25,1,-11.05155619,7,1,0,36.84829056,4,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,I guess most parents voted for this.,6/7/20,7,Circuit Breaker,7,0,-9.833511749,2,0,0,106.4913813,4,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,"For a person who lost at election then parachute into ministar position, I can tell you the civil servants and fellow mp and ministers won't respect or Listen to what he says, I think even seetoh yipin probably is of higher standing amongst the pappy cadre compared to him and anal doctor",6/7/20,51,Circuit Breaker,52,3,-11.9656827,10,3,2,8.276773537,1,0,1
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,lol i thought he say aft first no need close school?,6/7/20,11,Circuit Breaker,11,1,-12.27939969,2,0,1,26.40715086,3,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,Medicated Oil wrote: I think his HP caught fire after it is being bombarded by parents from all the elite schools. He is pretty firm about school attendance before today. I guess...... Neighborhood school kids are expendable bah,6/7/20,38,Circuit Breaker,38,2,-11.6068872,9,0,1,6.321788335,1,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,"i think alot of ppl predicted this will happened but unfortunately not OYK saw alot of comments from CNA , parents rather a healthy kid than infected kid with hidden virus in their bodies hence they bar their kids going school.",6/7/20,40,Circuit Breaker,40,2,-12.61184145,6,2,0,6.781551665,1,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,dont know how many times must they fark this shiat up. curry nah . . .,6/7/20,13,Circuit Breaker,13,1,-13.2383005,2,0,0,20.83225589,3,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,matchy wrote: why not close now?????? He already malu about not closing the school a few months ago. Dun think he want to malu a second time. Or do he ???,6/7/20,30,Circuit Breaker,30,2,-10.84822275,7,0,0,26.40715086,3,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,Can we have a recall vote for OYK? The only PAP guy who lost an election and still get to be minister? He is making decisions based on his ego. Wanna be right at the expense of kids.,6/7/20,38,Circuit Breaker,38,2,-10.27531085,8,2,1,8.150067483,1,0,0
Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,"AlmightyOnes wrote: I guess most parents voted for this. Actually during the cb period, many parents were asking for schools to be reopened so they can return to work",6/7/20,29,Circuit Breaker,29,2,-11.03414182,9,0,1,23.24079314,3,0,1
